ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Alter_Egos,Publisher,Alignment,Gender,Race,Height,Weight,Eye,Hair,Skin,Total_Power
359,Winter Soldier,80,35,35,65,60,85,No,Marvel Comics,good,Male,Human,5'9 // 175 cm,260 lb // 117 kg,Brown,Brown,,360
360,Blackout,85,35,45,80,45,65,No,Marvel Comics,bad,Male,Demon,6'3 // 191 cm,230 lb // 104 kg,Red,White,White,355
361,Tiger Shark,75,75,50,70,55,30,No,Marvel Comics,bad,Male,Human,6'1 // 185 cm,450 lb // 203 kg,Grey,No Hair,Grey,355
362,Donatello,95,15,50,60,60,75,No,IDW Publishing,good,Male,Mutant,- // 0 cm,- lb // 0 kg,Green,No Hair,Green,355
363,She-Thing,85,75,25,80,25,65,Yes,Marvel Comics,good,Female,Human / Radiation,6'0 // 183 cm,340 lb // 153 kg,Blue,No Hair,,355
364,Callisto,85,55,25,45,55,85,No,Marvel Comics,bad,Female,,5'9 // 175 cm,165 lb // 74 kg,Blue,Black,,350
365,Green Goblin,100,50,40,60,50,50,Yes,Marvel Comics,bad,Male,Human,5'11 // 180 cm,185 lb // 83 kg,Blue,Auburn,,350
366,Zoom,80,10,100,30,100,30,Yes,DC Comics,bad,Male,,6'1 // 185 cm,181 lb // 81 kg,Red,Brown,,350
367,Armor,80,65,15,80,55,55,No,Marvel Comics,good,Female,,5'4 // 163 cm,112 lb // 50 kg,Black,Black,,350
368,Batman,100,20,30,50,50,100,Yes,DC Comics,good,Male,Human,6'2 // 188 cm,210 lb // 95 kg,Blue,Black,,350
369,Beast Boy,80,30,50,70,80,40,No,DC Comics,good,Male,Human,5'8 // 173 cm,150 lb // 68 kg,Green,Green,Green,350
370,Black Panther,95,20,30,60,45,100,No,Marvel Comics,good,Male,Human,6'0 // 183 cm,200 lb // 90 kg,Brown,Black,,350
371,Flash,85,10,100,50,70,35,Yes,DC Comics,good,Male,Human,5'11 // 180 cm,179 lb // 81 kg,Blue,Brown,,350
372,Judge Dredd,90,20,40,50,55,95,No,Rebellion,good,Male,Human,6'2 // 188 cm,- lb // 0 kg,,,,350
373,Jyn Erso,70,40,50,50,55,85,No,George Lucas,good,Female,Human,- // 0 cm,- lb // 0 kg,Green,Brown,,350
374,Michelangelo,85,15,50,65,60,75,No,IDW Publishing,good,Male,Mutant,- // 0 cm,- lb // 0 kg,Blue,,Green,350
375,Scarlet Spider II,95,55,60,40,40,60,No,Marvel Comics,good,Male,Clone,6'4 // 193 cm,250 lb // 113 kg,Brown,Brown,,350
376,Synch,90,70,25,30,75,60,No,Marvel Comics,good,Male,,5'11 // 180 cm,165 lb // 74 kg,Brown,Black,,350
377,Triton,80,65,50,65,35,55,Yes,Marvel Comics,good,Male,Inhuman,6'2 // 188 cm,190 lb // 86 kg,Green,No Hair,Green,350
378,White Queen,80,45,45,70,65,45,Yes,Marvel Comics,good,Female,,5'10' // 178 cm,144 lb // 65 kg,Blue,Blond,,350
379,Doctor Octopus,100,50,35,40,55,65,No,Marvel Comics,bad,Male,Human,5'9 // 175 cm,245 lb // 110 kg,Brown,Brown,,345
380,Harley Quinn,95,15,35,65,55,80,No,DC Comics,bad,Female,Human,5'7 // 170 cm,140 lb // 63 kg,Blue,Blond,,345
381,Junkpile,80,40,20,90,85,30,No,Marvel Comics,bad,Male,Mutant,- // 0 cm,- lb // 0 kg,,,,345
382,T-800,90,35,20,60,75,65,No,Dark Horse Comics,bad,Male,Cyborg,- // 0 cm,390 lb // 176 kg,Red,,,345
383,Agent 13,80,40,45,50,45,85,Yes,Marvel Comics,good,Female,,5'8 // 173 cm,135 lb // 61 kg,Blue,Blond,,345
384,Dazzler,85,10,35,60,100,55,No,Marvel Comics,good,Female,Mutant,5'8 // 173 cm,115 lb // 52 kg,Blue,Blond,,345
385,Metron,95,10,50,60,100,30,No,DC Comics,good,Male,,6'1 // 185 cm,190 lb // 86 kg,Blue,Black,,345
386,Shadow Lass,85,10,70,20,80,80,No,DC Comics,good,Female,Talokite,5'8 // 173 cm,120 lb // 54 kg,Black,Black,Blue,345
387,Space Ghost,75,20,35,40,95,80,No,DC Comics,good,Male,Human,6'2 // 188 cm,250 lb // 113 kg,,,,345
388,Storm,90,10,50,30,90,75,Yes,Marvel Comics,good,Female,Mutant,5'11 // 180 cm,127 lb // 57 kg,Blue,White,,345
389,Thundra,75,85,35,65,30,55,No,Marvel Comics,good,Female,,7'2 // 218 cm,350 lb // 158 kg,Green,Red,,345
390,Demogoblin,80,50,45,35,70,60,No,Marvel Comics,bad,Male,Demon,6'1 // 185 cm,210 lb // 95 kg,Red,No Hair,,340
391,Electro,85,10,50,60,70,65,Yes,Marvel Comics,bad,Male,Human,5'11 // 180 cm,165 lb // 74 kg,Blue,Auburn,,340
392,Gog,80,35,50,75,40,60,No,DC Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,340
393,Jigsaw,60,45,45,60,45,85,Yes,Marvel Comics,bad,Male,,6'2 // 188 cm,250 lb // 113 kg,Blue,Black,,340
394,Ra's Al Ghul,100,30,35,45,30,100,No,DC Comics,bad,Male,Human,6'4 // 193 cm,215 lb // 97 kg,Green,Grey,,340
395,Taskmaster,90,15,50,20,65,100,No,Marvel Comics,bad,Male,Human,6'2 // 188 cm,220 lb // 99 kg,Brown,Brown,,340
396,Vanisher,85,10,75,60,65,45,No,Marvel Comics,bad,Male,,5'5 // 165 cm,175 lb // 79 kg,Green,No Hair,,340
397,Violator,55,65,25,80,85,30,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,340
398,Batgirl IV,85,15,30,60,50,100,Yes,DC Comics,good,Female,Human,5'5 // 165 cm,115 lb // 52 kg,Green,Black,,340
399,Buffy,85,30,45,70,50,60,No,Dark Horse Comics,good,Female,Human,5'2 // 157 cm,115 lb // 52 kg,Green,Blond,,340
400,Daredevil,90,15,35,35,65,100,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,200 lb // 90 kg,Blue,Red,,340
401,Hiro Nakamura,75,15,95,20,100,35,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,340
402,John Wraith,90,15,35,30,90,80,No,Marvel Comics,good,Male,,6'0 // 183 cm,195 lb // 88 kg,Brown,Black,,340
403,Morph,65,50,40,65,70,50,No,Marvel Comics,good,Male,,5'10 // 178 cm,175 lb // 79 kg,White,No Hair,,340
404,Nite Owl II,85,45,40,40,50,80,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,340
405,Tigra,85,35,55,40,35,90,No,Marvel Comics,good,Female,,5'10 // 178 cm,180 lb // 81 kg,Green,Auburn,,340
406,Ajax,80,50,35,80,35,55,Yes,Marvel Comics,bad,Male,Cyborg,6'4 // 193 cm,200 lb // 90 kg,Brown,Black,,335
407,Arclight,75,65,25,45,55,70,No,Marvel Comics,bad,Female,,5'8 // 173 cm,126 lb // 57 kg,Purple,Purple,,335
408,Black Mamba,90,10,35,45,90,65,No,Marvel Comics,bad,Female,,5'7 // 170 cm,115 lb // 52 kg,Green,Black,,335
409,Mystique,90,15,25,65,65,75,No,Marvel Comics,bad,Female,Mutant,5'10 // 178 cm,120 lb // 54 kg,Yellow,Red,Blue,335
410,Professor Zoom,100,10,100,20,85,20,Yes,DC Comics,bad,Male,Human,5'11 // 180 cm,179 lb // 81 kg,Blue,Auburn,,335
411,Blade,85,30,40,50,40,90,No,Marvel Comics,good,Male,Vampire,6'2 // 188 cm,215 lb // 97 kg,Brown,Black,,335
412,Hawk,75,40,35,95,45,45,No,DC Comics,good,Male,,6'1 // 185 cm,197 lb // 89 kg,Red,Brown,,335
413,Toad,80,35,60,60,70,30,Yes,Marvel Comics,neutral,Male,Mutant,5'9 // 175 cm,169 lb // 76 kg,Black,Brown,Green,335
414,Shocker,85,10,25,70,80,60,Yes,Marvel Comics,bad,Male,Human,5'9 // 175 cm,175 lb // 79 kg,Brown,Brown,,330
415,Cyclops,90,10,25,45,80,80,Yes,Marvel Comics,good,Male,Mutant,6'3 // 191 cm,195 lb // 88 kg,Brown,Brown,,330
416,Jack-Jack,35,35,70,80,100,10,No,Dark Horse Comics,good,Male,Human,2'4 // 71 cm,30 lb // 14 kg,Blue,Brown,,330
417,Jennifer Kale,90,10,35,45,75,75,No,Marvel Comics,good,Female,,5'6 // 168 cm,122 lb // 55 kg,Blue,Blond,,330
418,Medusa,90,35,35,70,40,60,No,Marvel Comics,good,Female,Inhuman,5'11 // 180 cm,130 lb // 59 kg,Green,Red,,330
419,Mockingbird,90,35,40,20,50,95,No,Marvel Comics,good,Female,Human,5'9 // 175 cm,135 lb // 61 kg,Blue,Blond,,330
420,Swarm,90,20,50,90,40,35,No,Marvel Comics,bad,Male,Mutant,6'5 // 196 cm,104 lb // 47 kg,Yellow,No Hair,Yellow,325
421,Banshee,80,10,60,40,65,70,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,170 lb // 77 kg,Green,Auburn,,325
422,Black Lightning,80,15,55,30,70,75,No,DC Comics,good,Male,,6'1 // 185 cm,200 lb // 90 kg,Brown,No Hair,,325
423,Enchantress,85,15,25,60,100,40,Yes,DC Comics,good,Female,Human,5'6 // 168 cm,126 lb // 57 kg,Blue,Blond,,325
424,Man-Wolf,85,45,35,45,45,70,No,Marvel Comics,good,Male,,6'2' // 188 cm,200 lb // 90 kg,Brown,Auburn,,325
425,Ms Marvel II,75,65,25,85,15,60,Yes,Marvel Comics,good,Female,,5'8 // 173 cm,135 lb // 61 kg,Blue,Red,,325
426,Robocop,90,35,15,80,55,50,No,,good,Male,Cyborg,6'2 // 188 cm,- lb // 0 kg,,,,325
427,Mysterio,95,10,20,40,85,70,No,Marvel Comics,bad,Male,Human,5'11 // 180 cm,175 lb // 79 kg,Brown,No Hair,,320
428,Ozymandias,100,20,35,20,50,95,No,DC Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,,320
429,Batgirl,70,45,50,40,45,70,Yes,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,320
430,Claire Bennet,75,10,15,100,90,30,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,320
431,Deathlok,85,35,30,70,40,60,No,Marvel Comics,good,Male,Cyborg,6'4 // 193 cm,395 lb // 178 kg,Brown,Grey,,320
432,Elektra,85,15,30,30,60,100,Yes,Marvel Comics,good,Female,Human,5'9 // 175 cm,130 lb // 59 kg,Blue,Black,,320
433,Jessica Jones,80,45,50,70,20,55,Yes,Marvel Comics,good,Female,Human,5'7 // 170 cm,124 lb // 56 kg,Brown,Brown,,320
434,Punisher,85,20,25,45,45,100,Yes,Marvel Comics,good,Male,Human,6'0' // 183 cm,200 lb // 90 kg,Blue,Black,,320
435,Songbird,90,40,30,45,55,60,No,Marvel Comics,good,Female,,5'5 // 165 cm,145 lb // 65 kg,Green,Red,,320
436,Static,85,10,45,50,90,40,No,DC Comics,good,Male,Mutant,5'7 // 170 cm,140 lb // 63 kg,Brown,Black,,320
437,Zatanna,95,10,25,30,100,60,Yes,DC Comics,good,Female,Human,5'7 // 170 cm,127 lb // 57 kg,Blue,Black,,320
438,Boba Fett,85,10,40,40,70,70,No,George Lucas,bad,Male,Human / Clone,6'0 // 183 cm,- lb // 0 kg,Brown,Black,,315
439,Hydro-Man,75,15,25,80,70,50,No,Marvel Comics,bad,Male,,6'2 // 188 cm,265 lb // 119 kg,Brown,Brown,,315
440,Mister Zsasz,100,25,35,30,30,95,No,DC Comics,bad,Male,Human,5'8 // 173 cm,150 lb // 68 kg,Blue,Blond,,315
441,Plantman,85,60,25,55,65,25,No,Marvel Comics,bad,Male,Mutant,6'0 // 183 cm,193 lb // 87 kg,Green,Grey,,315
442,Batman II,95,15,35,30,40,100,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,315
443,Chamber,80,10,20,80,60,65,No,Marvel Comics,good,Male,Mutant,5'9 // 175 cm,140 lb // 63 kg,Brown,Brown,,315
444,Hope Summers,85,10,15,35,95,75,Yes,Marvel Comics,good,Female,,5'6 // 168 cm,106 lb // 48 kg,Green,Red,,315
445,Nightcrawler,80,10,50,15,80,80,Yes,Marvel Comics,good,Male,,5'9' // 175 cm,195 lb // 88 kg,Yellow,Purple,,315
446,Nightwing,95,15,35,30,40,100,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,315
447,Sasquatch,90,80,25,60,15,45,No,Marvel Comics,good,Male,,10' // 305 cm,2000 lb // 900 kg,Red,Orange,,315
448,Snowbird,80,35,30,45,70,55,No,Marvel Comics,good,Female,,5'10' // 178 cm,108 lb // 49 kg,White,Blond,,315
449,Raven,80,10,30,70,85,40,No,DC Comics,neutral,Female,Human,5'5 // 165 cm,110 lb // 50 kg,Purple,Black,,315
450,Green Goblin II,90,55,40,50,45,30,Yes,Marvel Comics,bad,Male,,5'10 // 178 cm,170 lb // 77 kg,Blue,Auburn,,310
451,Kraven the Hunter,85,35,35,45,25,85,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,235 lb // 106 kg,Brown,Black,,310
452,Nebula,85,55,15,50,45,60,No,Marvel Comics,bad,Female,Luphomoid,6'1 // 185 cm,185 lb // 83 kg,Blue,No Hair,Blue,310
453,Sylar,90,10,15,25,85,85,No,NBC - Heroes,bad,Male,,- // 0 cm,- lb // 0 kg,,,,310
454,Batgirl,95,15,35,40,35,90,Yes,DC Comics,good,Female,Human,5'7 // 170 cm,126 lb // 57 kg,Green,Red,,310
455,Black Widow,90,15,35,30,40,100,Yes,Marvel Comics,good,Female,Human,5'7 // 170 cm,131 lb // 59 kg,Green,Auburn,,310
456,Darkstar,75,10,35,45,80,65,No,Marvel Comics,good,Female,Mutant,5'6 // 168 cm,125 lb // 56 kg,Brown,Blond,,310
457,Data,100,35,25,40,60,50,No,Star Trek,good,Male,Android,- // 0 cm,- lb // 0 kg,Yellow,Brown,,310
458,Elongated Man,90,10,35,90,45,40,Yes,DC Comics,good,Male,,6'1 // 185 cm,178 lb // 80 kg,Blue,Red,,310
459,Firestar,80,10,55,55,75,35,No,Marvel Comics,good,Female,Mutant,5'8 // 173 cm,125 lb // 56 kg,Green,Red,,310
460,Shang-Chi,85,15,30,50,30,100,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Brown,Black,,310
461,Vixen,80,40,50,50,65,25,No,DC Comics,good,Female,Human,5'9 // 175 cm,140 lb // 63 kg,Amber,Black,,310
462,Living Brain,90,55,35,60,35,30,No,Marvel Comics,bad,Other,,6'6 // 198 cm,800 lb // 360 kg,Yellow,No Hair,Silver,305
463,Moloch,75,40,35,40,70,45,No,DC Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,305
464,Archangel,85,15,60,65,35,45,Yes,Marvel Comics,good,Male,Mutant,6'0 // 183 cm,150 lb // 68 kg,Blue,Blond,Blue,305
465,Clea,70,40,45,40,75,35,Yes,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,White,,305
466,Corsair,70,35,45,35,45,75,No,Marvel Comics,good,Male,,6'3 // 191 cm,175 lb // 79 kg,Brown,Brown,,305
467,Green Arrow,95,15,35,30,40,90,Yes,DC Comics,good,Male,Human,6'2 // 188 cm,195 lb // 88 kg,Green,Blond,,305
468,Niki Sanders,85,55,35,30,40,60,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,305
469,Rogue,90,10,15,30,80,80,Yes,Marvel Comics,good,Female,,5'8 // 173 cm,120 lb // 54 kg,Green,Brown,,305
470,Joker,100,10,15,60,45,70,Yes,DC Comics,bad,Male,Human,6'5 // 196 cm,192 lb // 86 kg,Green,Green,White,300
471,Kraven II,80,35,25,30,45,85,No,Marvel Comics,bad,Male,Human,6'3 // 191 cm,220 lb // 99 kg,Brown,Black,,300
472,Chewbacca,80,40,25,50,40,65,No,George Lucas,good,Male,Wookiee,7'5 // 226 cm,247 lb // 111 kg,Blue,Brown,,300
473,Dagger,85,10,35,45,55,70,No,Marvel Comics,good,Female,,5'5 // 165 cm,116 lb // 52 kg,Blue,Blond,,300
474,Havok,85,10,25,60,75,45,Yes,Marvel Comics,good,Male,Mutant,6' // 183 cm,175 lb // 79 kg,Blue,Blond,,300
475,Hellcat,85,15,35,45,50,70,No,Marvel Comics,good,Female,Human,5'8 // 173 cm,135 lb // 61 kg,Blue,Red,,300
476,Maverick,85,10,15,45,60,85,No,Marvel Comics,good,Male,,6'4 // 193 cm,244 lb // 110 kg,Blue,Black,,300
477,Mister Fantastic,100,10,20,70,35,65,Yes,Marvel Comics,good,Male,Human / Radiation,6'1 // 185 cm,180 lb // 81 kg,Brown,Brown,,300
478,Mr Immortal,80,10,10,100,70,30,No,Marvel Comics,good,Male,Mutant,6'2 // 188 cm,156 lb // 70 kg,Blue,Blond,,300
479,Nick Fury,90,15,25,45,25,100,No,Marvel Comics,good,Male,Human,6'1 // 185 cm,221 lb // 99 kg,Brown,Brown,,300
480,Changeling,85,10,25,45,65,65,No,Marvel Comics,bad,Male,,5'11 // 180 cm,180 lb // 81 kg,Brown,Black,,295
481,Moses Magnum,90,30,15,45,55,60,No,Marvel Comics,bad,Male,,5'9 // 175 cm,159 lb // 72 kg,Brown,Black,,295
482,Jubilee,80,10,25,20,70,90,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,115 lb // 52 kg,Red,Black,,295
483,Moon Knight,80,40,25,45,30,75,No,Marvel Comics,good,Male,Human,6'2 // 188 cm,225 lb // 101 kg,Brown,Brown,,295
484,Shadowcat,95,10,25,25,70,70,Yes,Marvel Comics,good,Female,Mutant,5'6 // 168 cm,110 lb // 50 kg,Hazel,Brown,,295
485,Spider-Woman III,80,50,30,45,60,30,No,Marvel Comics,good,Female,,5'8 // 173 cm,123 lb // 55 kg,Brown,Brown,,295
486,Wasp,85,20,60,55,30,45,Yes,Marvel Comics,good,Female,Human,5'4 // 163 cm,110 lb // 50 kg,Blue,Auburn,,295
487,Angel,85,15,50,65,30,45,Yes,Marvel Comics,good,Male,,6'0 // 183 cm,150 lb // 68 kg,Blue,Blond,,290
488,Bill Harken,85,40,35,60,30,40,No,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,,,,290
489,Black Knight III,85,10,10,70,45,70,No,Marvel Comics,good,Male,Human,6'0 // 183 cm,190 lb // 86 kg,Brown,Brown,,290
490,Bling!,85,15,15,90,55,30,No,Marvel Comics,good,Female,,5'6 // 168 cm,152 lb // 68 kg,,,,290
491,Gambit,85,10,25,30,55,85,Yes,Marvel Comics,good,Male,Mutant,6'1 // 185 cm,179 lb // 81 kg,Red,Brown,,290
492,Gravity,80,35,35,40,70,30,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Brown,,290
493,Ink,75,30,20,40,75,50,No,Marvel Comics,good,Male,Mutant,5'11 // 180 cm,180 lb // 81 kg,Blue,No Hair,,290
494,Liz Sherman,55,35,30,45,75,50,No,Dark Horse Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,290
495,Multiple Man,85,15,25,70,30,65,No,Marvel Comics,good,Male,,5'11' // 180 cm,155 lb // 70 kg,Blue,Brown,,290
496,Robin,95,15,30,30,35,85,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,175 lb // 79 kg,Blue,Black,,290
497,Saturn Girl,95,10,50,20,90,25,No,DC Comics,good,Female,Titanian,5'7 // 170 cm,130 lb // 59 kg,Blue,Blond,,290
498,Tempest,75,10,45,30,70,60,Yes,Marvel Comics,good,Female,,5'4 // 163 cm,121 lb // 54 kg,Brown,Black,,290
499,Red Hood,90,15,25,30,35,95,Yes,DC Comics,neutral,Male,Human,6'0 // 183 cm,180 lb // 81 kg,Blue,Black,,290
500,White Canary,85,10,35,15,50,90,No,DC Comics,bad,Female,Human,- // 0 cm,- lb // 0 kg,Brown,Black,,285
501,Atom II,95,10,35,45,40,60,No,DC Comics,good,Male,Human,6'0 // 183 cm,180 lb // 81 kg,Brown,Auburn,,285
502,Bananaman,60,50,35,80,30,30,No,,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,285
503,Bantam,65,55,25,55,25,60,No,Marvel Comics,good,Male,,5'5 // 165 cm,119 lb // 54 kg,Brown,Black,,285
504,Black Canary,85,10,35,20,55,80,No,DC Comics,good,Female,Metahuman,5'7 // 170 cm,130 lb // 59 kg,Blue,Blond,,285
505,Blink,80,10,20,30,80,65,No,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,125 lb // 56 kg,Green,Purple,Pink,285
506,Box IV,80,75,25,30,15,60,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,Brown,Brown,,285
507,Dash,65,15,95,60,20,30,No,Dark Horse Comics,good,Male,Human,4'0 // 122 cm,60 lb // 27 kg,Blue,Blond,,285
508,Firebird,75,10,40,15,100,45,No,Marvel Comics,good,Female,,5'5' // 165 cm,125 lb // 56 kg,Brown,Black,,285
509,Harry Potter,90,10,25,10,100,50,No,J. K. Rowling,good,Male,Human,- // 0 cm,- lb // 0 kg,Green,Black,,285
510,Phantom,70,35,35,35,30,80,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,285
511,Red Robin,95,15,30,35,30,80,Yes,DC Comics,good,Male,Human,5'5 // 165 cm,125 lb // 56 kg,Blue,Black,,285
512,Robin III,95,15,30,30,30,85,Yes,DC Comics,good,Male,Human,5'5 // 165 cm,125 lb // 56 kg,Blue,Black,,285
513,Star-Lord,85,20,35,50,25,70,No,Marvel Comics,good,Male,Human-Spartoi,6'2 // 188 cm,175 lb // 79 kg,Blue,Blond,,285
514,Bullseye,80,15,25,70,20,70,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,200 lb // 90 kg,Blue,Blond,,280
515,Deadshot,80,10,25,30,55,80,Yes,DC Comics,bad,Male,Human,6'1 // 185 cm,202 lb // 91 kg,Brown,Brown,,280
516,Goblin Queen,90,10,25,30,65,60,No,Marvel Comics,bad,Female,,5'6 // 168 cm,110 lb // 50 kg,Green,Red,,280
517,Mister Freeze,90,35,15,70,40,30,No,DC Comics,bad,Male,Human,6'0 // 183 cm,190 lb // 86 kg,,,,280
518,Rick Flag,95,15,25,30,20,95,No,DC Comics,bad,Male,,6'1 // 185 cm,189 lb // 85 kg,Blue,Brown,,280
519,Catwoman,85,15,35,30,30,85,Yes,DC Comics,good,Female,Human,5'9 // 175 cm,135 lb // 61 kg,Green,Black,,280
520,DL Hawkins,80,15,15,60,50,60,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,280
521,Domino,85,10,30,30,50,75,Yes,Marvel Comics,good,Female,Human,5'8 // 173 cm,120 lb // 54 kg,Blue,Black,White,280
522,Feral,75,30,45,30,30,70,No,Marvel Comics,good,Female,,5'9 // 175 cm,110 lb // 50 kg,Yellow,Orange,,280
523,Huntress,85,10,25,30,35,95,Yes,DC Comics,good,Female,,5'11 // 180 cm,130 lb // 59 kg,Blue,Black,,280
524,James Bond (Craig),95,15,20,35,25,90,Yes,Ian Fleming,good,Male,Human,6'0 // 183 cm,- lb // 0 kg,Blue,Blond,,280
525,Justice,80,10,35,70,55,30,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,180 lb // 81 kg,Hazel,Brown,,280
526,Monica Dawson,80,10,35,15,50,90,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,,,,280
527,Robin II,90,15,30,30,30,85,Yes,DC Comics,good,Male,Human,6'0 // 183 cm,225 lb // 101 kg,Blue,Red,,280
528,Man-Bat,75,20,50,70,35,30,No,DC Comics,neutral,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Brown,,280
529,Warp,75,10,25,30,85,50,No,DC Comics,bad,Male,,5'8 // 173 cm,148 lb // 67 kg,Brown,Black,,275
530,3-D Man,80,35,45,35,25,55,No,Marvel Comics,good,Male,,6'2 // 188 cm,200 lb // 90 kg,Brown,Grey,,275
531,Longshot,80,10,30,10,75,70,No,Marvel Comics,good,Male,Human,6'2 // 188 cm,80 lb // 36 kg,Blue,Blond,,275
532,Meltdown,75,10,15,45,65,65,Yes,Marvel Comics,good,Female,,5'5 // 165 cm,120 lb // 54 kg,Blue,Blond,,275
533,Professor X,100,10,15,15,100,35,Yes,Marvel Comics,good,Male,Mutant,6' // 183 cm,190 lb // 86 kg,Blue,No Hair,,275
534,Question,95,15,30,35,20,80,No,DC Comics,good,Male,Human,6'2 // 188 cm,185 lb // 83 kg,Blue,Blond,,275
535,Spock,95,20,20,40,60,40,No,Star Trek,good,Male,Human-Vulcan,6'1 // 185 cm,180 lb // 81 kg,Brown,Black,,275
536,Blizzard II,75,10,30,45,50,60,No,Marvel Comics,bad,Male,,5'9 // 175 cm,170 lb // 77 kg,Brown,Brown,,270
537,Lightning Lord,75,10,25,45,70,45,No,DC Comics,bad,Male,,6'3 // 191 cm,210 lb // 95 kg,Blue,Red,,270
538,Batwoman V,95,10,30,25,30,80,No,DC Comics,good,Female,Human,5'10 // 178 cm,- lb // 0 kg,Green,Red,,270
539,Black Canary,85,10,35,15,45,80,No,DC Comics,good,Female,Human,5'5 // 165 cm,128 lb // 58 kg,Blue,Blond,,270
540,Boom-Boom,75,10,15,45,60,65,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,122 lb // 55 kg,Blue,Blond,,270
541,Cameron Hicks,80,10,25,30,55,70,No,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,,,,270
