ID,Name,Intelligence,Strength,Speed,Durability,Power,Combat,Alter_Egos,Publisher,Alignment,Gender,Race,Height,Weight,Eye,Hair,Skin,Total_Power
542,Cypher,75,35,40,35,50,35,No,Marvel Comics,good,Male,,5'9' // 175 cm,150 lb // 68 kg,Blue,Blond,,270
543,Silverclaw,80,30,35,45,35,45,No,Marvel Comics,good,Female,,5'2 // 157 cm,110 lb // 50 kg,Brown,Black,,270
544,Sobek,80,35,25,50,20,60,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,White,No Hair,,270
545,Vibe,80,10,20,30,100,30,Yes,DC Comics,good,Male,Human,5'10 // 178 cm,157 lb // 71 kg,Brown,Black,,270
546,MODOK,100,20,25,25,80,15,No,Marvel Comics,bad,Male,Cyborg,12'0 // 366 cm,750 lb // 338 kg,White,Brown,,265
547,Angel Salvadore,75,10,30,30,60,60,Yes,Marvel Comics,good,Female,,5'4 // 163 cm,121 lb // 54 kg,Brown,Black,,265
548,Jim Powell,75,40,25,80,25,20,No,ABC Studios,good,Male,,- // 0 cm,- lb // 0 kg,,,,265
549,John Constantine,85,10,10,40,55,65,No,DC Comics,good,Male,Human,6'0 // 183 cm,- lb // 0 kg,Blue,Blond,,265
550,Light Lass,75,10,35,30,70,45,No,DC Comics,good,Female,,5'5 // 165 cm,120 lb // 54 kg,Blue,Red,,265
551,Thunderbird,80,35,30,35,15,70,No,Marvel Comics,good,Male,,6'1 // 185 cm,225 lb // 101 kg,Brown,Black,,265
552,Cheetah II,75,20,45,20,40,60,No,DC Comics,bad,Female,Human,5'7 // 170 cm,122 lb // 55 kg,Green,Brown,,260
553,Elle Bishop,80,10,15,45,65,45,No,NBC - Heroes,bad,Female,,- // 0 cm,- lb // 0 kg,Blue,Blond,,260
554,Kingpin,90,20,25,40,15,70,Yes,Marvel Comics,bad,Male,Human,6'7 // 201 cm,450 lb // 203 kg,Blue,No Hair,,260
555,Siryn,75,10,50,30,50,45,No,Marvel Comics,bad,Female,,5'6 // 168 cm,115 lb // 52 kg,Blue,Auburn,,260
556,Adam Strange,85,10,35,40,40,50,No,DC Comics,good,Male,Human,6'1 // 185 cm,195 lb // 88 kg,Blue,Blond,,260
557,Azrael,85,20,20,20,35,80,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Black,,260
558,Batgirl VI,90,10,25,30,25,80,Yes,DC Comics,good,Female,,5'6 // 168 cm,135 lb // 61 kg,Blue,Blond,,260
559,Brainiac 5,100,10,25,30,60,35,No,DC Comics,good,Male,,5'7 // 170 cm,135 lb // 61 kg,Green,Blond,,260
560,Crystal,85,20,15,15,65,60,No,Marvel Comics,good,Female,Inhuman,5'6 // 168 cm,110 lb // 50 kg,Green,Red,,260
561,Falcon,75,15,50,30,25,65,Yes,Marvel Comics,good,Male,Human,6'2 // 188 cm,240 lb // 108 kg,Brown,Black,,260
562,Kid Flash,65,5,95,45,20,30,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Green,Red,,260
563,Oracle,90,15,25,30,20,80,Yes,DC Comics,good,Female,Human,5'10 // 178 cm,132 lb // 59 kg,Blue,Red,,260
564,Cheetah,75,10,45,20,35,70,No,DC Comics,bad,Female,Human,5'4 // 163 cm,110 lb // 50 kg,Green,Blond,,255
565,Diamondback,75,20,25,30,45,60,Yes,Marvel Comics,bad,Male,Human,6'4 // 193 cm,200 lb // 90 kg,Brown,Black,,255
566,Proto-Goblin,85,40,25,50,25,30,No,Marvel Comics,bad,Male,,- // 0 cm,- lb // 0 kg,Green,Blond,,255
567,Ant-Man II,90,20,20,40,55,30,Yes,Marvel Comics,good,Male,Human,6'0 // 183 cm,190 lb // 86 kg,Blue,Blond,,255
568,Bionic Woman,80,40,35,40,20,40,No,,good,Female,Cyborg,- // 0 cm,- lb // 0 kg,Blue,Black,,255
569,James T. Kirk,85,15,20,30,30,75,No,Star Trek,good,Male,Human,5'10 // 178 cm,170 lb // 77 kg,Hazel,Brown,,255
570,Luna,75,10,85,15,55,15,No,Marvel Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,,,,255
571,Red Arrow,85,20,25,20,25,80,No,DC Comics,good,Male,Human,5'11 // 180 cm,185 lb // 83 kg,Green,Red,,255
572,Rey,85,10,25,10,90,35,No,George Lucas,good,Female,Human,5'57 // 297 cm,- lb // 0 kg,Hazel,Brown,,255
573,Rip Hunter,100,10,10,10,100,25,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,,255
574,Rorschach,90,10,30,20,25,80,No,DC Comics,good,Male,Human,5'6 // 168 cm,140 lb // 63 kg,Blue,Red,,255
575,Spyke,80,15,20,60,50,30,No,Marvel Comics,good,Male,Mutant,6'0 // 183 cm,185 lb // 83 kg,Brown,Blond,,255
576,Triplicate Girl,85,10,25,45,45,45,No,DC Comics,good,Female,,5'6 // 168 cm,130 lb // 59 kg,Purple,Brown,,255
577,Copycat,80,10,25,25,55,60,No,Marvel Comics,neutral,Female,Mutant,6'0 // 183 cm,148 lb // 67 kg,Red,White,Blue,255
578,Big Man,90,15,25,30,20,70,No,Marvel Comics,bad,Male,,5'5 // 165 cm,157 lb // 71 kg,Blue,Brown,,250
579,Plastique,80,10,25,30,60,45,No,DC Comics,bad,Female,,5'6 // 168 cm,123 lb // 55 kg,Blue,Red,,250
580,Alex Woolsly,55,35,40,45,35,40,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,250
581,Angel Dust,75,55,25,45,20,30,Yes,Marvel Comics,good,Female,Mutant,5'5 // 165 cm,126 lb // 57 kg,Yellow,Black,,250
582,Black Cat,90,20,35,10,25,70,Yes,Marvel Comics,good,Female,Human,5'10 // 178 cm,120 lb // 54 kg,Green,Blond,,250
583,Violet Parr,80,10,15,50,80,15,No,Dark Horse Comics,good,Female,Human,4'6 // 137 cm,90 lb // 41 kg,Purple,Black,,250
584,Wolfsbane,75,20,35,45,30,45,No,Marvel Comics,good,Female,,12' // 366 cm,1050 lb // 473 kg,Green,Auburn,,250
585,Ammo,35,45,35,35,25,70,No,Marvel Comics,bad,Male,Human,6'2 // 188 cm,225 lb // 101 kg,Brown,Black,,245
586,Killer Frost,95,10,15,35,60,30,Yes,DC Comics,bad,Female,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,Blue,245
587,Leader,100,10,15,15,60,45,No,Marvel Comics,bad,Male,,5'10 // 178 cm,140 lb // 63 kg,Green,No Hair,,245
588,Penguin,95,10,15,35,45,45,No,DC Comics,bad,Male,Human,5'2 // 157 cm,175 lb // 79 kg,Blue,Black,,245
589,Scorpia,75,30,45,30,35,30,No,Marvel Comics,bad,Female,,- // 0 cm,- lb // 0 kg,Green,Red,,245
590,Vulture,90,25,45,25,30,30,Yes,Marvel Comics,bad,Male,Human,5'11 // 180 cm,175 lb // 79 kg,Brown,No Hair,,245
591,Ando Masahashi,35,25,30,60,65,30,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,245
592,Ant-Man,100,20,25,30,35,35,Yes,Marvel Comics,good,Male,Human,6'11 // 211 cm,270 lb // 122 kg,Blue,Blond,,245
593,Ariel,80,10,15,15,95,30,No,Marvel Comics,good,Female,,5'5 // 165 cm,130 lb // 59 kg,Purple,Purple,,245
594,Darkman,95,15,25,60,20,30,No,Universal Studios,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,245
595,Jean-Luc Picard,90,10,20,30,30,65,No,Star Trek,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,245
596,Jolt,85,15,30,35,35,45,No,Marvel Comics,good,Female,,5'5 // 165 cm,109 lb // 49 kg,Blue,Black,,245
597,Kevin 11,65,10,15,15,100,40,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,Black,,245
598,Lightning Lad,75,10,25,30,60,45,No,DC Comics,good,Male,,5'1 // 155 cm,145 lb // 65 kg,Blue,Red,,245
599,Matt Parkman,85,10,15,15,60,60,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,245
600,Micro Lad,75,30,30,30,45,35,No,DC Comics,good,Male,,6' // 183 cm,170 lb // 77 kg,Grey,Brown,,245
601,Robin V,85,10,35,20,30,65,Yes,DC Comics,good,Male,Human,4'6 // 137 cm,84 lb // 38 kg,Blue,Black,,245
602,Speedy,80,10,35,20,30,70,No,DC Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,Green,Brown,,245
603,Blackwulf,80,30,10,30,70,25,No,Marvel Comics,neutral,Male,Alien,6'2 // 188 cm,195 lb // 88 kg,Red,White,,245
604,Billy Kincaid,0,0,0,0,0,0,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
605,Bird-Man,0,0,0,0,0,0,No,Marvel Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
606,Bird-Man II,0,0,0,0,0,0,No,Marvel Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
607,Black Abbott,0,0,0,0,0,0,No,Marvel Comics,bad,Male,,- // 0 cm,- lb // 0 kg,Red,Black,,240
608,Blizzard,0,0,0,0,0,0,No,Marvel Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,Brown,,240
609,Chromos,0,0,0,0,0,0,No,Team Epic TV,bad,Male,,6'1 // 185 cm,190 lb // 86 kg,Brown,Red,,240
610,Curse,0,0,0,0,0,0,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
611,Fabian Cortez,0,0,0,0,0,0,No,Marvel Comics,bad,Male,,6'5 // 196 cm,214 lb // 96 kg,Blue,Brown,,240
612,Luke Campbell,0,0,0,0,0,0,No,NBC - Heroes,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
613,Overtkill,0,0,0,0,0,0,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
614,Redeemer II,0,0,0,0,0,0,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
615,Redeemer III,0,0,0,0,0,0,No,Image Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,240
616,Siren II,0,0,0,0,0,0,No,DC Comics,bad,Female,,- // 0 cm,- lb // 0 kg,Black,,,240
617,Snake-Eyes,0,0,0,0,0,0,No,Marvel Comics,bad,Male,Animal,- // 0 cm,- lb // 0 kg,,,,240
618,Spider-Woman IV,0,0,0,0,0,0,No,Marvel Comics,bad,Female,,5'10 // 178 cm,128 lb // 58 kg,Red,White,,240
619,Yellow Claw,0,0,0,0,0,0,No,Marvel Comics,bad,Male,,6'2 // 188 cm,210 lb // 95 kg,Blue,No Hair,,240
620,Allan Quatermain,0,0,0,0,0,0,No,Wildstorm,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
621,Atom,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
622,Atom III,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,Red,,240
623,Batgirl V,0,0,0,0,0,0,Yes,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
624,Beak,0,0,0,0,0,0,No,Marvel Comics,good,Male,,5'9 // 175 cm,140 lb // 63 kg,Black,White,,240
625,Black Goliath,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
626,Blaquesmith,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,Black,No Hair,,240
627,Blue Beetle,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
628,Bolt,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
629,Boomer,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
630,Box,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
631,Box III,0,0,0,0,0,0,No,Marvel Comics,good,Male,,6'4 // 193 cm,245 lb // 110 kg,Blue,Blond,,240
632,Bumbleboy,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
633,Captain Midnight,0,0,0,0,0,0,No,Dark Horse Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
634,Cat II,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
635,Cecilia Reyes,0,0,0,0,0,0,No,Marvel Comics,good,Female,,5'7 // 170 cm,138 lb // 62 kg,Brown,Brown,,240
636,Colin Wagner,0,0,0,0,0,0,No,HarperCollins,good,Male,,- // 0 cm,- lb // 0 kg,Grey,Brown,,240
637,Colossal Boy,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
638,Danny Cooper,0,0,0,0,0,0,No,HarperCollins,good,Male,,- // 0 cm,- lb // 0 kg,Brown,Blond,,240
639,ERG-1,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
640,Fighting Spirit,0,0,0,0,0,0,No,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,Red,,240
641,Giant-Man II,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
642,Goliath,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
643,Goliath,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
644,Goliath,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
645,Goliath IV,0,0,0,0,0,0,No,Marvel Comics,good,Male,,6' // 183 cm,200 lb // 90 kg,Brown,Black,,240
646,Green Goblin III,0,0,0,0,0,0,No,Marvel Comics,good,Male,,6' // 183 cm,195 lb // 88 kg,,,,240
647,Hawkeye,80,15,25,10,30,80,Yes,Marvel Comics,good,Male,Human,6'3 // 191 cm,230 lb // 104 kg,Blue,Blond,,240
648,Jessica Sanders,0,0,0,0,0,0,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
649,Johann Krauss,0,0,0,0,0,0,No,Dark Horse Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
650,K-2SO,0,0,0,0,0,0,No,George Lucas,good,Male,Android,7'0 // 213 cm,- lb // 0 kg,White,No Hair,Grey,240
651,Mad Max,0,0,0,0,0,0,No,,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
652,Master Brood,0,0,0,0,0,0,No,Team Epic TV,good,Male,,6'0 // 183 cm,180 lb // 81 kg,Blue,Black,,240
653,Meteorite,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
654,Minna Murray,0,0,0,0,0,0,No,Wildstorm,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
655,Mohinder Suresh,0,0,0,0,0,0,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
656,Namor,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
657,Nathan Petrelli,0,0,0,0,0,0,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,Brown,,,240
658,Omniscient,0,0,0,0,0,0,No,Team Epic TV,good,Male,,5'11 // 180 cm,145 lb // 65 kg,Brown,Black,,240
659,Penance,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
660,Penance I,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
661,Phantom Girl,75,10,25,30,55,45,No,DC Comics,good,Female,,5'6 // 168 cm,120 lb // 54 kg,Blue,Black,,240
662,Plastic Lad,0,0,0,0,0,0,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
663,Quantum,0,0,0,0,0,0,No,HarperCollins,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
664,Renata Soliz,0,0,0,0,0,0,No,HarperCollins,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
665,Ripcord,0,0,0,0,0,0,No,Marvel Comics,good,Female,,5'11 // 180 cm,160 lb // 72 kg,Green,Black,,240
666,Shrinking Violet,0,0,0,0,0,0,No,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
667,Silk Spectre,0,0,0,0,0,0,No,DC Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
668,Speedball,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
669,Speedy,0,0,0,0,0,0,Yes,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,240
670,Spider-Woman II,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
671,Stacy X,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
672,Thunderbird II,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
673,Thunderbird III,0,0,0,0,0,0,No,Marvel Comics,good,Male,,5'9' // 175 cm,165 lb // 74 kg,Brown,Black,,240
674,Titan,0,0,0,0,0,0,No,HarperCollins,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
675,Vagabond,0,0,0,0,0,0,No,Marvel Comics,good,Female,,5'6' // 168 cm,120 lb // 54 kg,Blue,Auburn,,240
676,Valerie Hart,0,0,0,0,0,0,No,Team Epic TV,good,Female,,5'9 // 175 cm,125 lb // 56 kg,Hazel,Black,,240
677,Vertigo II,0,0,0,0,0,0,Yes,Marvel Comics,good,Female,,5'6' // 168 cm,115 lb // 52 kg,Blue,Silver,,240
678,Vindicator,0,0,0,0,0,0,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,240
679,Vision II,0,0,0,0,0,0,Yes,Marvel Comics,good,Male,,6'3' // 191 cm,300 lb // 135 kg,Red,No Hair,,240
680,Warbird,0,0,0,0,0,0,Yes,Marvel Comics,good,Female,,5'11' // 180 cm,120 lb // 54 kg,Blue,Blond,,240
681,Wiz Kid,0,0,0,0,0,0,No,Marvel Comics,good,Male,,4'7' // 140 cm,87 lb // 39 kg,Brown,Black,,240
682,Wondra,0,0,0,0,0,0,No,Marvel Comics,good,Female,,- // 0 cm,- lb // 0 kg,,,,240
683,Trickster,0,0,0,0,0,0,No,DC Comics,neutral,Male,Human,6'0 // 183 cm,179 lb // 81 kg,Blue,Blond,,240
684,Blackwing,75,10,35,35,20,60,No,Marvel Comics,bad,Male,,6'1 // 185 cm,190 lb // 86 kg,Blue,Black,,235
685,Chameleon,95,10,20,30,50,30,No,Marvel Comics,bad,Male,Human,- // 0 cm,- lb // 0 kg,,,,235
686,Parademon,55,30,20,50,55,25,No,DC Comics,bad,Male,Parademon,- // 0 cm,- lb // 0 kg,,,,235
687,Purple Man,80,10,10,30,95,10,No,Marvel Comics,bad,Male,Human,5'11 // 180 cm,165 lb // 74 kg,Purple,Purple,Purple,235
688,Scarecrow,95,10,15,15,50,50,Yes,DC Comics,bad,Male,Human,6'0 // 183 cm,140 lb // 63 kg,Blue,Brown,,235
689,Bumblebee,85,30,25,10,50,35,No,DC Comics,good,Female,Human,5'7 // 170 cm,130 lb // 59 kg,Brown,Black,,235
690,Han Solo,80,10,20,20,45,60,No,George Lucas,good,Male,Human,6'0 // 183 cm,176 lb // 79 kg,Brown,Brown,,235
691,Hit-Girl,80,10,30,20,30,65,No,Icon Comics,good,Female,Human,- // 0 cm,- lb // 0 kg,,,,235
692,Rocket Raccoon,80,5,25,30,30,65,No,Marvel Comics,good,Male,Animal,4'0 // 122 cm,55 lb // 25 kg,Brown,Brown,,235
693,Shriek,80,10,25,30,45,45,No,Marvel Comics,good,Female,,5'8 // 173 cm,115 lb // 52 kg,Yellow,Black,,235
694,Brundlefly,85,35,25,40,35,15,No,,neutral,Male,Mutant,6'4 // 193 cm,- lb // 0 kg,,,,235
695,Mister Knife,90,10,20,30,15,65,No,Marvel Comics,bad,Male,Spartoi,- // 0 cm,- lb // 0 kg,Blue,Brown,,230
696,Red Skull,90,10,15,15,20,80,Yes,Marvel Comics,bad,Male,,6'2 // 188 cm,240 lb // 108 kg,Blue,No Hair,,230
697,Kick-Ass,75,10,25,35,25,60,No,Icon Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,Blue,Blond,,230
698,Atom Girl,75,10,25,30,40,45,No,DC Comics,good,Female,,5'6 // 168 cm,120 lb // 54 kg,Black,Black,,225
699,Big Daddy,75,10,15,35,25,65,No,Icon Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,225
700,Kathryn Janeway,90,10,25,25,25,50,No,Star Trek,good,Female,Human,- // 0 cm,- lb // 0 kg,,,,225
701,Ronin,80,15,25,10,15,80,Yes,Marvel Comics,good,Male,Human,6'3 // 191 cm,230 lb // 104 kg,Blue,Blond,,225
702,Robin VI,80,10,25,20,20,70,No,DC Comics,neutral,Female,Human,- // 0 cm,- lb // 0 kg,Green,Red,,225
703,The Comedian,85,15,20,10,15,80,No,DC Comics,neutral,Male,Human,6'2 // 188 cm,225 lb // 101 kg,Brown,Black,,225
704,Captain Hindsight,65,10,85,30,10,20,No,South Park,good,Male,Human,- // 0 cm,- lb // 0 kg,,Black,,220
705,Katniss Everdeen,80,10,25,25,25,55,No,,good,Female,Human,- // 0 cm,- lb // 0 kg,,,,220
706,Sage,90,10,15,15,30,60,No,Marvel Comics,good,Female,,5'7' // 170 cm,135 lb // 61 kg,Blue,Black,,220
707,Yellowjacket II,80,10,35,30,35,30,No,Marvel Comics,good,Female,Human,5'5 // 165 cm,115 lb // 52 kg,Blue,Auburn,,220
708,Forge,85,10,15,30,25,50,No,Marvel Comics,good,Male,,6' // 183 cm,180 lb // 81 kg,Brown,Black,,215
709,Heat Wave,75,10,20,45,30,30,No,DC Comics,bad,Male,Human,5'11 // 180 cm,179 lb // 81 kg,Blue,No Hair,,210
710,Bird-Brain,65,10,35,30,25,45,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,210
711,Walrus,80,30,10,50,15,20,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,360 lb // 162 kg,Blue,Black,,205
712,Pyro,75,10,15,15,55,30,Yes,Marvel Comics,bad,Male,,5'10 // 178 cm,150 lb // 68 kg,Blue,Blond,,200
713,Micah Sanders,85,10,15,15,60,15,No,NBC - Heroes,good,Male,,- // 0 cm,- lb // 0 kg,Brown,Black,,200
714,Nina Theroux,85,5,10,10,70,20,No,SyFy,good,Female,Alpha,- // 0 cm,- lb // 0 kg,,,,200
715,Red Mist,65,10,25,15,20,60,Yes,Icon Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,195
716,Bushido,75,10,10,10,20,70,No,DC Comics,good,Male,Human,- // 0 cm,- lb // 0 kg,,,,195
717,Indiana Jones,85,10,20,30,20,30,No,George Lucas,good,Male,Human,6'0 // 183 cm,176 lb // 79 kg,,,,195
718,Maya Herrera,80,10,15,15,60,15,No,NBC - Heroes,good,Female,,- // 0 cm,- lb // 0 kg,,,,195
719,Stephanie Powell,85,10,55,10,25,10,No,ABC Studios,good,Female,,- // 0 cm,- lb // 0 kg,,Blond,,195
720,Greedo,75,10,15,15,35,40,No,George Lucas,bad,Male,Rodian,5'7 // 170 cm,- lb // 0 kg,Purple,,Green,190
721,Alfred Pennyworth,85,10,20,10,10,55,No,DC Comics,good,Male,Human,5'10 // 178 cm,160 lb // 72 kg,Blue,Black,,190
722,Negasonic Teenage Warhead,80,10,10,10,45,35,Yes,Marvel Comics,good,Female,Mutant,- // 0 cm,- lb // 0 kg,Black,Black,,190
723,Hawkeye II,80,10,10,10,25,50,No,Marvel Comics,good,Female,Human,5'5 // 165 cm,126 lb // 57 kg,Blue,Black,,185
724,Clock King,90,10,20,10,10,40,No,DC Comics,bad,Male,Human,5'10 // 178 cm,173 lb // 78 kg,Blue,Black,,180
725,Leech,65,5,15,15,65,15,No,Marvel Comics,good,Male,,- // 0 cm,- lb // 0 kg,,,,180
726,Yellowjacket,95,10,15,30,15,15,Yes,Marvel Comics,good,Male,Human,6' // 183 cm,185 lb // 83 kg,Blue,Blond,,180
727,Captain Cold,80,10,20,20,30,20,Yes,DC Comics,neutral,Male,Human,- // 0 cm,- lb // 0 kg,Brown,Brown,,180
728,Tinkerer,100,10,25,15,10,15,No,Marvel Comics,bad,Male,,5'4 // 163 cm,120 lb // 54 kg,Brown,White,,175
729,Two-Face,95,10,15,15,10,30,Yes,DC Comics,bad,Male,,6'0 // 183 cm,182 lb // 82 kg,,,,175
730,Daphne Powell,75,10,10,10,60,10,No,ABC Studios,good,Female,,- // 0 cm,- lb // 0 kg,,,,175
731,Gary Bell,85,5,10,10,55,10,No,SyFy,good,Male,Alpha,- // 0 cm,- lb // 0 kg,,,,175
732,Rachel Pirzad,85,5,10,10,55,10,No,SyFy,good,Female,Alpha,- // 0 cm,- lb // 0 kg,,,,175
733,Cottonmouth,80,10,10,10,30,25,No,Marvel Comics,bad,Male,Human,6'0 // 183 cm,220 lb // 99 kg,Brown,Black,,165
734,Riddler,100,10,15,15,10,15,No,DC Comics,bad,Male,,- // 0 cm,- lb // 0 kg,,,,165
735,Aquababy,60,20,15,15,40,15,No,DC Comics,good,Male,,- // 0 cm,- lb // 0 kg,Blue,Blond,,165
736,Jar Jar Binks,60,10,35,10,25,15,No,George Lucas,good,Male,Gungan,6'4 // 193 cm,- lb // 0 kg,Yellow,,Orange / White,155
737,Paul Blart,50,15,25,50,10,5,No,Sony Pictures,good,Male,Human,5'7 // 170 cm,260 lb // 117 kg,,,,155
738,Quill,75,10,15,15,25,15,No,Marvel Comics,good,Male,,5'4 // 163 cm,124 lb // 56 kg,Brown,Brown,,155
739,Wyatt Wingfoot,60,10,15,5,5,60,No,Marvel Comics,good,Male,,6'5' // 196 cm,260 lb // 117 kg,Brown,Black,,155
740,JJ Powell,95,10,10,10,15,10,No,ABC Studios,good,Male,,- // 0 cm,- lb // 0 kg,,,,150
741,Stormtrooper,60,10,10,15,5,20,No,George Lucas,bad,Male,Human,6'0 // 183 cm,- lb // 0 kg,,,,120
742,Agent Bob,60,10,15,5,5,20,No,Marvel Comics,good,Male,Human,5'10 // 178 cm,181 lb // 81 kg,Brown,Brown,,115
743,Franklin Storm,75,10,5,5,240,10,No,Marvel Comics,good,Male,,6'2' // 188 cm,205 lb // 92 kg,Blue,Grey,,105
